Wavenumber,Intensity,Class
964.1967,15.25909,0
964.6788,15.24617,0
965.1609,15.34196,0
965.643,15.47676,0
966.1251,15.59832,0
966.6072,15.65836,0
967.0894,15.58272,0
967.5715,15.32304,0
968.0536,15.12681,0
968.5357,15.14226,0
969.0178,15.32287,0
969.4999,15.47235,0
969.9821,15.59814,0
970.4642,15.6408,0
970.9463,15.47575,0
971.4284,15.2885,0
971.9105,15.33719,0
972.3926,15.56492,0
972.8748,15.78687,0
973.3569,15.83301,0
973.839,15.82753,0
974.3211,15.82182,0
974.8032,15.82865,0
975.2853,15.79168,0
975.7675,15.66362,0
976.2496,15.53883,0
976.7317,15.49948,0
977.2138,15.5431,0
977.6959,15.67102,0
978.178,15.83475,0
978.6602,15.94091,0
979.1423,15.84359,0
979.6244,15.66351,0
980.1065,15.62206,0
980.5886,15.6596,0
981.0707,15.65822,0
981.5529,15.5442,0
982.035,15.4586,0
982.5171,15.44803,0
982.9992,15.41673,0
983.4813,15.28427,0
983.9634,15.29618,0
984.4456,15.43338,0
984.9277,15.51111,0
985.4098,15.47993,0
985.8919,15.4844,0
986.374,15.56247,0
986.8561,15.644,0
987.3383,15.68497,0
987.8204,15.63445,0
988.3025,15.52991,0
988.7846,15.49839,0
989.2667,15.575,0
989.7488,15.69304,0
990.231,15.72545,0
990.7131,15.75301,0
991.1952,15.84658,0
991.6773,15.9527,0
992.1594,15.92139,0
992.6415,15.7482,0
993.1237,15.66411,0
993.6058,15.7475,0
994.0879,15.8418,0
994.57,15.76141,0
995.0521,15.64409,0
995.5342,15.5943,0
996.0164,15.62375,0
996.4985,15.70999,0
996.9806,15.89134,0
997.4627,15.94053,0
997.9448,15.83964,0
998.4269,15.73613,0
998.9091,15.77866,0
999.3912,15.84976,0
999.8733,15.86195,0
1000.355,15.75759,0
1000.838,15.56517,0
1001.32,15.48083,0
1001.802,15.57261,0
1002.284,15.64925,0
1002.766,15.63206,0
1003.248,15.67891,0
1003.73,15.82489,0
1004.212,15.94348,0
1004.694,15.94831,0
1005.177,15.92214,0
1005.659,15.88637,0
1006.141,15.7781,0
1006.623,15.64832,0
1007.105,15.51918,0
1007.587,15.48835,0
1008.069,15.5391,0
1008.551,15.61632,0
1009.034,15.62451,0
1009.516,15.57179,0
1009.998,15.54728,0
1010.48,15.57653,0
1010.962,15.59764,0
1011.444,15.52726,0
1011.926,15.4745,0
1012.408,15.48739,0
1012.89,15.54784,0
1013.373,15.59708,0
1013.855,15.63831,0
1014.337,15.69878,0
1014.819,15.80475,0
1015.301,15.93054,0
1015.783,16.03465,0
1016.265,16.09544,0
1016.747,16.12153,0
1017.229,16.10606,0
1017.712,16.07129,0
1018.194,15.9954,0
1018.676,15.98645,0
1019.158,16.07755,0
1019.64,16.25304,0
1020.122,16.30379,0
1020.604,16.21526,0
1021.086,16.0992,0
1021.569,16.02217,0
1022.051,15.97804,0
1022.533,15.95794,0
1023.015,15.97118,0
1023.497,16.02157,0
1023.979,16.15911,0
1024.461,16.13988,0
1024.943,15.93046,0
1025.426,15.77934,0
1025.908,15.96966,0
1026.39,16.28576,0
1026.872,16.3262,0
1027.354,16.10077,0
1027.836,15.89726,0
1028.318,15.79115,0
1028.8,15.77947,0
1029.282,15.91541,0
1029.765,16.12658,0
1030.247,16.15326,0
1030.729,16.00456,0
1031.211,15.83572,0
1031.693,15.69245,0
1032.175,15.61164,0
1032.657,15.64922,0
1033.139,15.73488,0
1033.621,15.82815,0
1034.104,15.91537,0
1034.586,15.94753,0
1035.068,15.90903,0
1035.55,15.87078,0
1036.032,15.84769,0
1036.514,15.85432,0
1036.996,15.95489,0
1037.478,16.09553,0
1037.961,16.16566,0
1038.443,16.1028,0
1038.925,16.06276,0
1039.407,16.10442,0
1039.889,16.14528,0
1040.371,16.12861,0
1040.853,16.06352,0
1041.335,16.06932,0
1041.818,16.14599,0
1042.3,16.23399,0
1042.782,16.31382,0
1043.264,16.35547,0
1043.746,16.29653,0
1044.228,16.19827,0
1044.71,16.21028,0
1045.192,16.41216,0
1045.674,16.41353,0
1046.156,16.17348,0
1046.639,15.94393,0
1047.121,15.86002,0
1047.603,15.88985,0
1048.085,16.09118,0
1048.567,16.40482,0
1049.049,16.59591,0
1049.531,16.45813,0
1050.013,16.3943,0
1050.496,16.50645,0
1050.978,16.70771,0
1051.46,16.71393,0
1051.942,16.54884,0
1052.424,16.44981,0
1052.906,16.49381,0
1053.388,16.57027,0
1053.87,16.61408,0
1054.353,16.62047,0
1054.835,16.57338,0
1055.317,16.48343,0
1055.799,16.49822,0
1056.281,16.65444,0
1056.763,16.80724,0
1057.245,16.86324,0
1057.727,16.82029,0
1058.209,16.68852,0
1058.692,16.58929,0
1059.174,16.65993,0
1059.656,16.81975,0
1060.138,16.85608,0
1060.62,16.76739,0
1061.102,16.70422,0
1061.584,16.66992,0
1062.066,16.65222,0
1062.548,16.72153,0
1063.031,16.82586,0
1063.513,16.83857,0
1063.995,16.72139,0
1064.477,16.64845,0
1064.959,16.66967,0
1065.441,16.67525,0
1065.923,16.64017,0
1066.405,16.64711,0
1066.888,16.65047,0
1067.37,16.62189,0
1067.852,16.61003,0
1068.334,16.69045,0
1068.816,16.75808,0
1069.298,16.75626,0
1069.78,16.72738,0
1070.262,16.67056,0
1070.745,16.61753,0
1071.227,16.68109,0
1071.709,16.84177,0
1072.191,16.94244,0
1072.673,16.90592,0
1073.155,16.83043,0
1073.637,16.7907,0
1074.119,16.76224,0
1074.601,16.72064,0
1075.083,16.63255,0
1075.566,16.58402,0
1076.048,16.62773,0
1076.53,16.74174,0
1077.012,16.79459,0
1077.494,16.75429,0
1077.976,16.7393,0
1078.458,16.81518,0
1078.94,16.91727,0
1079.423,16.93478,0
1079.905,16.9064,0
1080.387,16.85183,0
1080.869,16.74833,0
1081.351,16.56457,0
1081.833,16.37754,0
1082.315,16.29576,0
1082.797,16.33034,0
1083.28,16.43961,0
1083.762,16.5232,0
1084.244,16.52435,0
1084.726,16.49512,0
1085.208,16.55105,0
1085.69,16.60508,0
1086.172,16.58025,0
1086.654,16.54222,0
1087.136,16.46424,0
1087.619,16.38595,0
1088.101,16.5939,0
1088.583,16.92383,0
1089.065,17.01909,0
1089.547,16.65506,0
1090.029,16.3315,0
1090.511,16.13364,0
1090.993,16.07161,0
1091.475,16.23563,0
1091.958,16.50106,0
1092.44,16.43685,0
1092.922,16.14069,0
1093.404,15.92752,0
1093.886,15.93088,0
1094.368,15.96785,0
1094.85,16.07696,0
1095.332,16.14492,0
1095.815,16.13792,0
1096.297,16.13743,0
1096.779,16.16995,0
1097.261,16.1004,0
1097.743,15.99044,0
1098.225,15.97814,0
1098.707,15.9888,0
1099.189,15.97462,0
1099.672,16.01688,0
1100.154,16.11883,0
1100.636,16.23597,0
1101.118,16.24386,0
1101.6,16.18797,0
1102.082,16.09372,0
1102.564,15.92645,0
1103.046,15.77207,0
1103.528,15.69501,0
1104.01,15.6698,0
1104.493,15.6685,0
1104.975,15.70763,0
1105.457,15.70254,0
1105.939,15.71567,0
1106.421,15.81023,0
1106.903,15.98352,0
1107.385,16.11817,0
1107.867,16.16435,0
1108.35,16.14405,0
1108.832,16.14938,0
1109.314,16.29922,0
1109.796,16.34127,0
1110.278,16.16042,0
1110.76,15.95696,0
1111.242,16.00559,0
1111.724,16.18039,0
1112.207,16.26287,0
1112.689,16.28278,0
1113.171,16.28263,0
1113.653,16.23365,0
1114.135,16.0892,0
1114.617,15.93904,0
1115.099,15.85876,0
1115.581,15.92033,0
1116.063,16.08619,0
1116.546,16.28791,0
1117.028,16.4859,0
1117.51,16.607,0
1117.992,16.60623,0
1118.474,16.60734,0
1118.956,16.56182,0
1119.438,16.50281,0
1119.92,16.56766,0
1120.402,16.7455,0
1120.885,16.84267,0
1121.367,16.79985,0
1121.849,16.73208,0
1122.331,16.70266,0
1122.813,16.75319,0
1123.295,16.93601,0
1123.777,17.18979,0
1124.259,17.143,0
1124.742,16.76432,0
1125.224,16.54757,0
1125.706,16.68382,0
1126.188,16.89425,0
1126.67,16.88621,0
1127.152,16.76591,0
1127.634,16.68996,0
1128.116,16.72597,0
1128.599,16.76749,0
1129.081,16.80412,0
1129.563,16.77451,0
1130.045,16.65538,0
1130.527,16.53228,0
1131.009,16.56951,0
1131.491,16.68231,0
1131.973,16.69365,0
1132.455,16.50301,0
1132.938,16.45271,0
1133.42,16.63258,0
1133.902,16.75941,0
1134.384,16.66675,0
1134.866,16.495,0
1135.348,16.49578,0
1135.83,16.6116,0
1136.312,16.75628,0
1136.794,16.94558,0
1137.277,17.04365,0
1137.759,16.98084,0
1138.241,16.92983,0
1138.723,17.01414,0
1139.205,17.1652,0
1139.687,17.13426,0
1140.169,16.9757,0
1140.651,16.84881,0
1141.134,16.80433,0
1141.616,16.81813,0
1142.098,16.90228,0
1142.58,17.01986,0
1143.062,17.16259,0
1143.544,17.32191,0
1144.026,17.46004,0
1144.508,17.57009,0
1144.99,17.6292,0
1145.473,17.63935,0
1145.955,17.58935,0
1146.437,17.40345,0
1146.919,17.21588,0
1147.401,17.14718,0
1147.883,17.18582,0
1148.365,17.10949,0
1148.847,16.94374,0
1149.329,16.87286,0
1149.812,17.10457,0
1150.294,17.29084,0
1150.776,17.20946,0
1151.258,17.02382,0
1151.74,16.87663,0
1152.222,16.76136,0
1152.704,16.78809,0
1153.186,16.94965,0
1153.669,17.09888,0
1154.151,17.16835,0
1154.633,17.18724,0
1155.115,17.10942,0
1155.597,17.01966,0
1156.079,17.05699,0
1156.561,17.24647,0
1157.043,17.38499,0
1157.526,17.46781,0
1158.008,17.48458,0
1158.49,17.35333,0
1158.972,17.25145,0
1159.454,17.36771,0
1159.936,17.57112,0
1160.418,17.65401,0
1160.9,17.58076,0
1161.382,17.60283,0
1161.865,17.73946,0
1162.347,17.89747,0
1162.829,18.00491,0
1163.311,18.03028,0
1163.793,17.89303,0
1164.275,17.69854,0
1164.757,17.60761,0
1165.239,17.66725,0
1165.721,17.70729,0
1166.204,17.71016,0
1166.686,17.66536,0
1167.168,17.62332,0
1167.65,17.6065,0
1168.132,17.60271,0
1168.614,17.57454,0
1169.096,17.58097,0
1169.578,17.68306,0
1170.061,17.68621,0
1170.543,17.5745,0
1171.025,17.48305,0
1171.507,17.45004,0
1171.989,17.44844,0
1172.471,17.52141,0
1172.953,17.6871,0
1173.435,17.83459,0
1173.917,17.91035,0
1174.4,17.94465,0
1174.882,17.9143,0
1175.364,17.81806,0
1175.846,17.71269,0
1176.328,17.67358,0
1176.81,17.75462,0
1177.292,17.86549,0
1177.774,17.86677,0
1178.256,17.69676,0
1178.739,17.62995,0
1179.221,17.71779,0
1179.703,17.80933,0
1180.185,17.71885,0
1180.667,17.56631,0
1181.149,17.50714,0
1181.631,17.51648,0
1182.113,17.51871,0
1182.596,17.48948,0
1183.078,17.44276,0
1183.56,17.40027,0
1184.042,17.36578,0
1184.524,17.32414,0
1185.006,17.26527,0
1185.488,17.12395,0
1185.97,16.95216,0
1186.453,16.96406,0
1186.935,17.34202,0
1187.417,17.5278,0
1187.899,17.46301,0
1188.381,17.29885,0
1188.863,17.09003,0
1189.345,16.90401,0
1189.827,16.89639,0
1190.309,17.0378,0
1190.792,17.17343,0
1191.274,17.24989,0
1191.756,17.19588,0
1192.238,17.00198,0
1192.72,16.83236,0
1193.202,16.85073,0
1193.684,16.95827,0
1194.166,17.01934,0
1194.648,17.01747,0
1195.131,16.96879,0
1195.613,16.90299,0
1196.095,16.90268,0
1196.577,16.93514,0
1197.059,16.96138,0
1197.541,17.00183,0
1198.023,17.07188,0
1198.505,17.10778,0
1198.988,17.07926,0
1199.47,17.01002,0
1199.952,16.92863,0
1200.434,16.88307,0
1200.916,16.86035,0
1201.398,16.84654,0
1201.88,16.86275,0
1202.362,16.89641,0
1202.844,16.84007,0
1203.327,16.68582,0
1203.809,16.55379,0
1204.291,16.51126,0
1204.773,16.50412,0
1205.255,16.54501,0
1205.737,16.61354,0
1206.219,16.63154,0
1206.701,16.64339,0
1207.183,16.79412,0
1207.666,16.96868,0
1208.148,16.95037,0
1208.63,16.67437,0
1209.112,16.52971,0
1209.594,16.43329,0
1210.076,16.4068,0
1210.558,16.60831,0
1211.04,16.85282,0
1211.523,16.8833,0
1212.005,16.79927,0
1212.487,16.79171,0
1212.969,16.9017,0
1213.451,16.9305,0
1213.933,16.87298,0
1214.415,16.81499,0
1214.897,16.88445,0
1215.38,16.98277,0
1215.862,16.92647,0
1216.344,16.76175,0
1216.826,16.69511,0
1217.308,16.77989,0
1217.79,16.85349,0
1218.272,16.87262,0
1218.754,16.86662,0
1219.236,16.91626,0
1219.719,16.93661,0
1220.201,16.7655,0
1220.683,16.5533,0
1221.165,16.55102,0
1221.647,16.82858,0
1222.129,16.85207,0
1222.611,16.59853,0
1223.093,16.40234,0
1223.575,16.58847,0
1224.058,16.78886,0
1224.54,16.70182,0
1225.022,16.48459,0
1225.504,16.33918,0
1225.986,16.27041,0
1226.468,16.25454,0
1226.95,16.28059,0
1227.432,16.32035,0
1227.915,16.39185,0
1228.397,16.42021,0
1228.879,16.29053,0
1229.361,16.18754,0
1229.843,16.26221,0
1230.325,16.48893,0
1230.807,16.54651,0
1231.289,16.46366,0
1231.771,16.39904,0
1232.254,16.41121,0
1232.736,16.46735,0
1233.218,16.63568,0
1233.7,16.75173,0
1234.182,16.67165,0
1234.664,16.4491,0
1235.146,16.38956,0
1235.628,16.45977,0
1236.11,16.52767,0
1236.593,16.56825,0
1237.075,16.53855,0
1237.557,16.29506,0
1238.039,16.13724,0
1238.521,16.23342,0
1239.003,16.50222,0
1239.485,16.80862,0
1239.967,17.08829,0
1240.45,17.13248,0
1240.932,16.82131,0
1241.414,16.54431,0
1241.896,16.40425,0
1242.378,16.28415,0
1242.86,16.10601,0
1243.342,15.95544,0
1243.824,16.06296,0
1244.307,16.30131,0
1244.789,16.43058,0
1245.271,16.39085,0
1245.753,16.39754,0
1246.235,16.50949,0
1246.717,16.56043,0
1247.199,16.47481,0
1247.681,16.3684,0
1248.163,16.42519,0
1248.646,16.55329,0
1249.128,16.65249,0
1249.61,16.70331,0
1250.092,16.64322,0
1250.574,16.42126,0
1251.056,16.33445,0
1251.538,16.47948,0
1252.02,16.64364,0
1252.502,16.55877,0
1252.985,16.40638,0
1253.467,16.38839,0
1253.949,16.48686,0
1254.431,16.47764,0
1254.913,16.34221,0
1255.395,16.31807,0
1255.877,16.44858,0
1256.359,16.61447,0
1256.842,16.76084,0
1257.324,16.86292,0
1257.806,16.86345,0
1258.288,16.82383,0
1258.77,16.85246,0
1259.252,16.93544,0
1259.734,16.94516,0
1260.216,16.87935,0
1260.698,16.84121,0
1261.181,16.96411,0
1261.663,17.03553,0
1262.145,16.92782,0
1262.627,16.76395,0
1263.109,16.71996,0
1263.591,16.76502,0
1264.073,16.7638,0
1264.555,16.7107,0
1265.037,16.60482,0
1265.52,16.28133,0
1266.002,16.12267,0
1266.484,16.25656,0
1266.966,16.46424,0
1267.448,16.49374,0
1267.93,16.41851,0
1268.412,16.42921,0
1268.894,16.50456,0
1269.377,16.55629,0
1269.859,16.46173,0
1270.341,16.4765,0
1270.823,16.63999,0
1271.305,16.81334,0
1271.787,16.90248,0
1272.269,16.9195,0
1272.751,16.83187,0
1273.234,16.71639,0
1273.716,16.72212,0
1274.198,16.89606,0
1274.68,16.89314,0
1275.162,16.70228,0
1275.644,16.56624,0
1276.126,16.64422,0
1276.608,16.75392,0
1277.09,16.7627,0
1277.573,16.69155,0
1278.055,16.5269,0
1278.537,16.27702,0
1279.019,16.21885,0
1279.501,16.34167,0
1279.983,16.47538,0
1280.465,16.56256,0
1280.947,16.60813,0
1281.429,16.55174,0
1281.912,16.54044,0
1282.394,16.70485,0
1282.876,16.94155,0
1283.358,16.89812,0
1283.84,16.65674,0
1284.322,16.46447,0
1284.804,16.36454,0
1285.286,16.31978,0
1285.769,16.36223,0
1286.251,16.41957,0
1286.733,16.4757,0
1287.215,16.51482,0
1287.697,16.50504,0
1288.179,16.47705,0
1288.661,16.46192,0
1289.143,16.46509,0
1289.625,16.55773,0
1290.108,16.81263,0
1290.59,16.92437,0
1291.072,16.81274,0
1291.554,16.65775,0
1292.036,16.63123,0
1292.518,16.67811,0
1293.0,16.79382,0
1293.482,16.92838,0
1293.964,16.92059,0
1294.447,16.74785,0
1294.929,16.63472,0
1295.411,16.60427,0
1295.893,16.60586,0
1296.375,16.60885,0
1296.857,16.62164,0
1297.339,16.67262,0
1297.821,16.72113,0
1298.304,16.70238,0
1298.786,16.63245,0
1299.268,16.6501,0
1299.75,16.74216,0
1300.232,16.82231,0
1300.714,16.78044,0
1301.196,16.84653,0
1301.678,17.13342,0
1302.161,17.36854,0
1302.643,17.28588,0
1303.125,17.04407,0
1303.607,16.99544,0
1304.089,17.07211,0
1304.571,17.13464,0
1305.053,17.12991,0
1305.535,17.19246,0
1306.017,17.35443,0
1306.5,17.41547,0
1306.982,17.23869,0
1307.464,17.00304,0
1307.946,16.85288,0
1308.428,16.78759,0
1308.91,16.84713,0
1309.392,17.00762,0
1309.874,17.01352,0
1310.356,16.88042,0
1310.839,16.93516,0
1311.321,17.3097,0
1311.803,17.638,0
1312.285,17.68934,0
1312.767,17.60139,0
1313.249,17.38836,0
1313.731,17.159,0
1314.213,17.2459,0
1314.696,17.5091,0
1315.178,17.48671,0
1315.66,17.13258,0
1316.142,16.93065,0
1316.624,17.16817,0
1317.106,17.31831,0
1317.588,17.26882,0
1318.07,17.16919,0
1318.552,17.2309,0
1319.035,17.32521,0
1319.517,17.26341,0
1319.999,17.08479,0
1320.481,16.95987,0
1320.963,16.8966,0
1321.445,16.87686,0
1321.927,16.89892,0
1322.409,16.98963,0
1322.891,17.21777,0
1323.374,17.46541,0
1323.856,17.75819,0
1324.338,17.94784,0
1324.82,17.80307,0
1325.302,17.37162,0
1325.784,17.20913,0
1326.266,17.27948,0
1326.748,17.43791,0
1327.231,17.73611,0
1327.713,17.8813,0
1328.195,17.77595,0
1328.677,17.60806,0
1329.159,17.45142,0
1329.641,17.34089,0
1330.123,17.37101,0
1330.605,17.48435,0
1331.088,17.59921,0
1331.57,17.70618,0
1332.052,17.76422,0
1332.534,17.76643,0
1333.016,17.78096,0
1333.498,17.83933,0
1333.98,17.87316,0
1334.462,17.79319,0
1334.944,17.68858,0
1335.427,17.62898,0
1335.909,17.59991,0
1336.391,17.56889,0
1336.873,17.53091,0
1337.355,17.43986,0
1337.837,17.29169,0
1338.319,17.19292,0
1338.801,17.20669,0
1339.283,17.26452,0
1339.766,17.35373,0
1340.248,17.4679,0
1340.73,17.66074,0
1341.212,17.83498,0
1341.694,17.73562,0
1342.176,17.46623,0
1342.658,17.44343,0
1343.14,17.82884,0
1343.623,17.99344,0
1344.105,17.90576,0
1344.587,17.71388,0
1345.069,17.35221,0
1345.551,17.11309,0
1346.033,17.3388,0
1346.515,17.69919,0
1346.997,17.86102,0
1347.479,17.84532,0
1347.962,17.82878,0
1348.444,17.79929,0
1348.926,17.69506,0
1349.408,17.44852,0
1349.89,17.29111,0
1350.372,17.32275,0
1350.854,17.34344,0
1351.336,17.27578,0
1351.818,17.14545,0
1352.301,16.92822,0
1352.783,16.71322,0
1353.265,16.62081,0
1353.747,16.67212,0
1354.229,16.84638,0
1354.711,17.16954,0
1355.193,17.26283,0
1355.675,17.0379,0
1356.158,16.77076,0
1356.64,16.58508,0
1357.122,16.53176,0
1357.604,16.72863,0
1358.086,16.96964,0
1358.568,16.84812,0
1359.05,16.52636,0
1359.532,16.70068,0
1360.015,17.26553,0
1360.497,17.51888,0
1360.979,16.83276,0
1361.461,16.44115,0
1361.943,16.44492,0
1362.425,16.56811,0
1362.907,16.6472,0
1363.389,16.69185,0
1363.871,16.71745,0
1364.354,16.71242,0
1364.836,16.64488,0
1365.318,16.5142,0
1365.8,16.49636,0
1366.282,16.57496,0
1366.764,16.61492,0
1367.246,16.54533,0
1367.728,16.50539,0
1368.21,16.55857,0
1368.693,16.67095,0
1369.175,16.86232,0
1369.657,17.05561,0
1370.139,17.05781,0
1370.621,16.97748,0
1371.103,17.02201,0
1371.585,17.20409,0
1372.067,17.26824,0
1372.55,17.18935,0
1373.032,17.05472,0
1373.514,16.86607,0
1373.996,16.76439,0
1374.478,16.93837,0
1374.96,17.16161,0
1375.442,17.34407,0
1375.924,17.44408,0
1376.406,17.36094,0
1376.889,17.14265,0
1377.371,17.02053,0
1377.853,16.98339,0
1378.335,16.95452,0
1378.817,16.86352,0
1379.299,16.86407,0
1379.781,16.98493,0
1380.263,17.10365,0
1380.745,17.12682,0
1381.228,17.13799,0
1381.71,17.2652,0
1382.192,17.42139,0
1382.674,17.51002,0
1383.156,17.52934,0
1383.638,17.44454,0
1384.12,17.26586,0
1384.602,17.0576,0
1385.085,16.82647,0
1385.567,16.63825,0
1386.049,16.47192,0
1386.531,16.45664,0
1387.013,16.67478,0
1387.495,16.95755,0
1387.977,17.08965,0
1388.459,17.10279,0
1388.941,16.97173,0
1389.424,16.75592,0
1389.906,16.72722,0
1390.388,16.92552,0
1390.87,17.02358,0
1391.352,16.99786,0
1391.834,16.96835,0
1392.316,17.01741,0
1392.798,17.07869,0
1393.281,17.1437,0
1393.763,17.18319,0
1394.245,17.16279,0
1394.727,17.1033,0
1395.209,17.05813,0
1395.691,17.0239,0
1396.173,16.9907,0
1396.655,16.94968,0
1397.137,16.9529,0
1397.62,17.00879,0
1398.102,17.02459,0
1398.584,16.94491,0
1399.066,16.89555,0
1399.548,17.03085,0
1400.03,17.18551,0
1400.512,17.24311,0
1400.994,17.24688,0
1401.476,17.31616,0
1401.959,17.41056,0
1402.441,17.37016,0
1402.923,17.20194,0
1403.405,17.15084,0
1403.887,17.34962,0
1404.369,17.48688,0
1404.851,17.53527,0
1405.333,17.47613,0
1405.816,17.12835,0
1406.298,16.83852,0
1406.78,17.00586,0
1407.262,17.32944,0
1407.744,17.42101,0
1408.226,17.30944,0
1408.708,17.24396,0
1409.19,17.2147,0
1409.672,17.19191,0
1410.155,17.17607,0
1410.637,17.12165,0
1411.119,16.99487,0
1411.601,16.93678,0
1412.083,17.02316,0
1412.565,17.14565,0
1413.047,17.15885,0
1413.529,17.15703,0
1414.011,17.2319,0
1414.494,17.37181,0
1414.976,17.61218,0
1415.458,17.90949,0
1415.94,17.93417,0
1416.422,17.67887,0
1416.904,17.50554,0
1417.386,17.70017,0
1417.868,17.78058,0
1418.351,17.65889,0
1418.833,17.51694,0
1419.315,17.53555,0
1419.797,17.59918,0
1420.279,17.55519,0
1420.761,17.48814,0
1421.243,17.55012,0
1421.725,17.73457,0
1422.208,17.70118,0
1422.69,17.51374,0
1423.172,17.52219,0
1423.654,17.93138,0
1424.136,18.18904,0
1424.618,18.12586,0
1425.1,17.95652,0
1425.582,17.71154,0
1426.064,17.51319,0
1426.547,17.55466,0
1427.029,17.70889,0
1427.511,17.91059,0
1427.993,18.09401,0
1428.475,18.05535,0
1428.957,17.81993,0
1429.439,17.70937,0
1429.921,17.73816,0
1430.403,17.78047,0
1430.886,17.79957,0
1431.368,17.78008,0
1431.85,17.69974,0
1432.332,17.65287,0
1432.814,17.77892,0
1433.296,17.90428,0
1433.778,17.76647,0
1434.26,17.52849,0
1434.743,17.4082,0
1435.225,17.39664,0
1435.707,17.3688,0
1436.189,17.32438,0
1436.671,17.24821,0
1437.153,17.12796,0
1437.635,17.05244,0
1438.117,17.03848,0
1438.599,17.09863,0
1439.082,17.25552,0
1439.564,17.41906,0
1440.046,17.53642,0
1440.528,17.56965,0
1441.01,17.42561,0
1441.492,17.19361,0
1441.974,17.00398,0
1442.456,16.87082,0
1442.938,17.04209,0
1443.421,17.4446,0
1443.903,17.72466,0
1444.385,17.6517,0
1444.867,17.60154,0
1445.349,17.61887,0
1445.831,17.58257,0
1446.313,17.39933,0
1446.795,17.19868,0
1447.278,17.12539,0
1447.76,17.09973,0
1448.242,17.04103,0
1448.724,16.9705,0
1449.206,16.97349,0
1449.688,17.03325,0
1450.17,17.09553,0
1450.652,17.15341,0
1451.135,17.24293,0
1451.617,17.44893,0
1452.099,17.42356,0
1452.581,17.08663,0
1453.063,16.81941,0
1453.545,17.06518,0
1454.027,17.3611,0
1454.509,17.35232,0
1454.991,17.2585,0
1455.474,17.29682,0
1455.956,17.42186,0
1456.438,17.48062,0
1456.92,17.46285,0
1457.402,17.32277,0
1457.884,17.00515,0
1458.366,16.79247,0
1458.848,16.68568,0
1459.33,16.72754,0
1459.813,16.95417,0
1460.295,17.1791,0
1460.777,17.25175,0
1461.259,17.28991,0
1461.741,17.35988,0
1462.223,17.41332,0
1462.705,17.33915,0
1463.187,17.21987,0
1463.67,17.23311,0
1464.152,17.33798,0
1464.634,17.36127,0
1465.116,17.25711,0
1465.598,17.3192,0
1466.08,17.53607,0
1466.562,17.67964,0
1467.044,17.63801,0
1467.526,17.50171,0
1468.009,17.18414,0
1468.491,17.00166,0
1468.973,17.14568,0
1469.455,17.39325,0
1469.937,17.34555,0
1470.419,17.22226,0
1470.901,17.32156,0
1471.383,17.58552,0
1471.865,17.74606,0
1472.348,17.81223,0
1472.83,17.84594,0
1473.312,17.85895,0
1473.794,17.88733,0
1474.276,17.97911,0
1474.758,18.03162,0
1475.24,18.0327,0
1475.722,18.01329,0
1476.205,18.00101,0
1476.687,17.97161,0
1477.169,17.87691,0
1477.651,17.77463,0
1478.133,17.70666,0
1478.615,17.68162,0
1479.097,17.79809,0
1479.579,17.96833,0
1480.062,17.92069,0
1480.544,17.61106,0
1481.026,17.51747,0
1481.508,17.70568,0
1481.99,17.95307,0
1482.472,18.2314,0
1482.954,18.4077,0
1483.436,18.25101,0
1483.918,18.14825,0
1484.401,18.31724,0
1484.883,18.5195,0
1485.365,18.55036,0
1485.847,18.44779,0
1486.329,18.16184,0
1486.811,17.85232,0
1487.293,17.86426,0
1487.775,18.2029,0
1488.257,18.36292,0
1488.74,18.37329,0
1489.222,18.53373,0
1489.704,18.94944,0
1490.186,19.18209,0
1490.668,18.86484,0
1491.15,18.70289,0
1491.632,18.86282,0
1492.114,19.13018,0
1492.597,19.40777,0
1493.079,19.55597,0
1493.561,19.33573,0
1494.043,18.97618,0
1494.525,18.76276,0
1495.007,18.68763,0
1495.489,18.76276,0
1495.971,18.91764,0
1496.453,18.96128,0
1496.936,18.81644,0
1497.418,18.62946,0
1497.9,18.3963,0
1498.382,18.16506,0
1498.864,17.93274,0
1499.346,17.80119,0
1499.828,17.89755,0
1500.31,18.05413,0
1500.792,18.22432,0
1501.275,18.36855,0
1501.757,18.46436,0
1502.239,18.47597,0
1502.721,18.27375,0
1503.203,17.97297,0
1503.685,17.8435,0
1504.167,17.89907,0
1504.649,17.84143,0
1505.132,17.70438,0
1505.614,17.66442,0
1506.096,17.81805,0
1506.578,17.95344,0
1507.06,18.06104,0
1507.542,18.07631,0
1508.024,17.95936,0
1508.506,17.83298,0
1508.989,17.78091,0
1509.471,17.81443,0
1509.953,17.98918,0
1510.435,18.18588,0
1510.917,18.22526,0
1511.399,18.15875,0
1511.881,18.08202,0
1512.363,18.00612,0
1512.845,17.95292,0
1513.328,17.93494,0
1513.81,17.85741,0
1514.292,17.72721,0
1514.774,17.60478,0
1515.256,17.48708,0
1515.738,17.48845,0
1516.22,17.73545,0
1516.702,17.91973,0
1517.184,17.95267,0
1517.667,17.86274,0
1518.149,17.51041,0
1518.631,17.2171,0
1519.113,17.36638,0
1519.595,17.70642,0
1520.077,17.91725,0
1520.559,18.00872,0
1521.041,17.99645,0
1521.524,17.9065,0
1522.006,17.80061,0
1522.488,17.66248,0
1522.97,17.6685,0
1523.452,17.81757,0
1523.934,17.90123,0
1524.416,17.83651,0
1524.898,17.75636,0
1525.38,17.65896,0
1525.863,17.69412,0
